Date;retail;grocery;park;transit;workplace;residential;New Cases;New Deaths;New Recovered;New Active Cases;Total Cases;Total Deaths;Total Recovered;Total Active Cases;Day;Month;Kebijakan;;
2021-09-19 00:00:00;-28;-5;-50;-36;-15;7;155;4;81;70;856161;13499;839657;3005;Sunday;September;PPKM Level 2;;
2021-09-20 00:00:00;-20;4;-42;-38;-33;11;91;3;511;-423;856252;13502;840168;2582;Monday;September;PPKM Level 2;;
2021-09-21 00:00:00;-22;-1;-44;-38;-34;12;106;4;313;-211;856358;13506;840481;2371;Tuesday;September;PPKM Level 2;;
2021-09-22 00:00:00;-20;-1;-42;-39;-31;11;227;4;286;-63;856585;13510;840767;2308;Wednesday;September;PPKM Level 2;;
2021-09-23 00:00:00;-19;1;-39;-38;-31;11;165;2;265;-102;856750;13512;841032;2206;Thursday;September;PPKM Level 2;;
2021-09-24 00:00:00;-15;6;-33;-37;-29;11;181;5;332;-156;856931;13517;841364;2050;Friday;September;PPKM Level 2;;
2021-09-25 00:00:00;-16;9;-36;-29;-16;5;133;3;198;-68;857064;13520;841562;1982;Saturday;September;PPKM Level 2;;
2021-09-26 00:00:00;-20;1;-43;-32;-12;6;168;3;126;39;857232;13523;841688;2021;Sunday;September;PPKM Level 2;;
2021-09-27 00:00:00;-18;4;-41;-37;-31;11;103;4;251;-152;857335;13527;841939;1869;Monday;September;PPKM Level 2;;
2021-09-28 00:00:00;-18;5;-42;-37;-32;11;104;3;176;-75;857439;13530;842115;1794;Tuesday;September;PPKM Level 2;;
2021-09-29 00:00:00;-17;5;-40;-36;-31;10;177;6;194;-23;857616;13536;842309;1771;Wednesday;September;PPKM Level 2;;
2021-09-30 00:00:00;-15;10;-38;-34;-29;10;149;3;193;-47;857765;13539;842502;1724;Thursday;September;PPKM Level 2;;
2021-10-01 00:00:00;-9;16;-29;-33;-28;10;151;5;138;8;857916;13544;842640;1732;Friday;October;PPKM Level 2;;
2021-10-02 00:00:00;-11;17;-32;-24;-17;4;155;5;163;-13;858071;13549;842803;1719;Saturday;October;PPKM Level 2;;
2021-10-03 00:00:00;-13;11;-39;-25;-13;4;127;4;89;34;858198;13553;842892;1753;Sunday;October;PPKM Level 2;;
2021-10-04 00:00:00;-17;5;-39;-34;-30;10;149;1;169;-21;858347;13554;843061;1732;Monday;October;PPKM Level 2;;
2021-10-05 00:00:00;-15;9;-39;-33;-31;10;72;3;150;-81;858419;13557;843211;1651;Tuesday;October;PPKM Level 2;;
2021-10-06 00:00:00;-15;6;-35;-32;-30;10;203;4;164;35;858622;13561;843375;1686;Wednesday;October;PPKM Level 2;;
2021-10-07 00:00:00;-13;7;-32;-32;-29;9;150;1;100;49;858772;13562;843475;1735;Thursday;October;PPKM Level 2;;
2021-10-08 00:00:00;-10;9;-25;-31;-28;10;150;0;308;-158;858922;13562;843783;1577;Friday;October;PPKM Level 2;;
2021-10-09 00:00:00;-12;12;-30;-24;-16;4;100;2;2;96;859022;13564;843785;1673;Saturday;October;PPKM Level 2;;
2021-10-10 00:00:00;-14;8;-35;-24;-11;4;140;3;69;68;859162;13567;843854;1741;Sunday;October;PPKM Level 2;;
2021-10-11 00:00:00;-16;4;-35;-33;-28;10;41;2;309;-270;859203;13569;844163;1471;Monday;October;PPKM Level 2;;
2021-10-12 00:00:00;-16;4;-35;-33;-30;10;143;1;339;-197;859346;13570;844502;1274;Tuesday;October;PPKM Level 2;;
2021-10-13 00:00:00;-15;4;-33;-32;-28;9;278;0;200;78;859624;13570;844702;1352;Wednesday;October;PPKM Level 2;;
2021-10-14 00:00:00;-15;5;-32;-33;-28;10;113;0;98;15;859737;13570;844800;1367;Thursday;October;PPKM Level 2;;
2021-10-15 00:00:00;-12;8;-25;-31;-26;10;124;0;64;60;859861;13570;844864;1427;Friday;October;PPKM Level 2;;
2021-10-16 00:00:00;-15;8;-32;-23;-16;5;154;1;217;-64;860015;13571;845081;1363;Saturday;October;PPKM Level 2;;
2021-10-17 00:00:00;-18;3;-38;-26;-12;5;131;0;130;1;860146;13571;845211;1364;Sunday;October;PPKM Level 2;;
2021-10-18 00:00:00;-27;-10;-46;-36;-31;12;107;1;149;-43;860253;13572;845360;1321;Monday;October;PPKM Level 2;;
2021-10-19 00:00:00;-16;5;-35;-30;-32;9;106;0;122;-16;860359;13572;845482;1305;Tuesday;October;PPKM Level 2;;
2021-10-20 00:00:00;-14;2;-19;-44;-65;17;103;0;131;-28;860462;13572;845613;1277;Wednesday;October;PPKM Level 2;;
2021-10-21 00:00:00;-18;3;-31;-31;-28;9;88;1;153;-66;860550;13573;845766;1211;Thursday;October;PPKM Level 2;;
2021-10-22 00:00:00;-13;6;-24;-31;-26;10;83;0;83;0;860633;13573;845849;1211;Friday;October;PPKM Level 2;;
2021-10-23 00:00:00;-15;7;-24;-25;-14;5;116;2;173;-59;860749;13575;846022;1152;Saturday;October;PPKM Level 2;;
2021-10-24 00:00:00;-16;3;-27;-25;-10;5;131;1;128;2;860880;13576;846150;1154;Sunday;October;PPKM Level 2;;
2021-10-25 00:00:00;-16;6;-32;-30;-27;9;82;1;166;-85;860962;13577;846316;1069;Monday;October;PPKM Level 2;;
2021-10-26 00:00:00;-16;5;-32;-30;-28;10;38;1;100;-63;861000;13578;846416;1006;Tuesday;October;PPKM Level 2;;
2021-10-27 00:00:00;-19;-3;-33;-31;-27;10;105;1;145;-41;861105;13579;846561;965;Wednesday;October;PPKM Level 2;;
2021-10-28 00:00:00;-14;8;-27;-31;-27;9;131;1;99;31;861236;13580;846660;996;Thursday;October;PPKM Level 2;;
2021-10-29 00:00:00;-6;15;-15;-27;-24;8;96;0;117;-21;861332;13580;846777;975;Friday;October;PPKM Level 2;;
2021-10-30 00:00:00;-11;12;-22;-21;-14;4;96;1;144;-49;861428;13581;846921;926;Saturday;October;PPKM Level 2;;
2021-10-31 00:00:00;-10;13;-22;-19;-9;3;113;1;78;34;861541;13582;846999;960;Sunday;October;PPKM Level 2;;
